text,label
Propranolol (propranolol) interacts with sildenafil (oral),0
Robaxin (methocarbamol) interacts with ketamine,1
Erleada (apalutamide) interacts with quetiapine,1
Chlorpheniramine (chlorpheniramine) interacts with nortriptyline,0
Nexium (esomeprazole magnesium (oral)) interacts with ethinyl estradiol and norethindrone acetate,0
Imbruvica (ibrutinib) interacts with fluticasone and salmeterol,0
5-HTP (5-hydroxytryptophan) interacts with sufentanil,1
Carbamazepine (carbamazepine (oral)) interacts with diltiazem,1
Phenazopyridine (phenazopyridine) interacts with leflunomide,1
Temazepam (temazepam) interacts with propoxyphene,1
Hyoscyamine (hyoscyamine) interacts with mepenzolate,1
Lokelma (sodium zirconium cyclosilicate) interacts with bendamustine,0
Advair Diskus (fluticasone and salmeterol) interacts with blinatumomab,0
Ecotrin (aspirin (oral)) interacts with latanoprost ophthalmic,0
Mesalamine (mesalamine) interacts with immune globulin intravenous and subcutaneous,1
"Myfembree (relugolix, estradiol and norethindrone acetate) interacts with drospirenone and ethinyl estradiol",0
Onureg (azacitidine) interacts with hydroxychloroquine,0
Caplyta (lumateperone) interacts with nalbuphine,1
Nifedipine (nifedipine) interacts with lemborexant,1
Diovan (valsartan) interacts with amiloride,1
Osimertinib (osimertinib) interacts with momelotinib,0
Benazepril (benazepril) interacts with lutetium Lu 177 dotatate,0
"Benlysta (belimumab) interacts with influenza virus vaccine, live",1
Ultram (tramadol) interacts with tirzepatide,0
Calquence (acalabrutinib) interacts with gabapentin,0
Humulin R (insulin regular) interacts with rasagiline,1
Remeron (mirtazapine) interacts with teduglutide,0
Ginger (ginger) interacts with sildenafil,1
QNASL (beclomethasone nasal) interacts with bortezomib,0
Naltrexone (Naltrexone) interacts with ozanimod,0
Xembify (immune globulin subcutaneous (human-klhw) 20%) interacts with zoster vaccine live,1
Focalin (dexmethylphenidate) interacts with dexlansoprazole,0
Umeclidinium and vilanterol (umeclidinium and vilanterol) interacts with trifluoperazine,1
Risedronate (risedronate) interacts with nilutamide,0
Trimethoprim (trimethoprim) interacts with perindopril,1
Vitamin D3 (cholecalciferol (vitamin D3)) interacts with benralizumab,0
Jubbonti (denosumab-bbdz) interacts with carfilzomib,1
Nplate (romiplostim) interacts with paliperidone (oral),0
Tremfya (guselkumab) interacts with adalimumab,1
Temazepam (temazepam) interacts with idecabtagene vicleucel,0
Doxylamine (doxylamine) interacts with cyproheptadine,1
Bentyl (dicyclomine (oral/injection)) interacts with procyclidine,1
Venofer Injection (iron sucrose (injection)) interacts with albuterol inhalation,0
Zyban (bupropion) interacts with exemestane,0
Sernivo Spray (betamethasone diproprionate 0.05%) interacts with insulin regular,1
Aptiom (eslicarbazepine) interacts with levalbuterol inhalation,0
"Ninlaro (ixazomib) interacts with Coagulation Factor IX (Recombinant), Fc Fusion Protein",0
Pristiq (desvenlafaxine) interacts with adagrasib,0
Azithromycin (azithromycin) interacts with osimertinib,1
Celexa (citalopram) interacts with risperidone (oral),0
Ultravate (halobetasol topical) interacts with ketoconazole,0
Insulin glargine interacts with norfloxacin,1
Veozah (fezolinetant) interacts with bisacodyl (oral and rectal),0
Auvelity (bupropion and dextromethorphan) interacts with nivolumab,0
neffy (epinephrine nasal spray) interacts with linezolid,1
Verzenio (abemaciclib) interacts with efavirenz,1
Divalproex sodium (divalproex sodium) interacts with doripenem,1
QuilliChew ER (methylphenidate hydrochloride) interacts with iohexol,1
NuvaRing (ethinyl estradiol and etonogestrel (vaginal ring)) interacts with tizanidine,1
Otezla (apremilast) interacts with rifampin,1
Jakafi (ruxolitinib) interacts with ergocalciferol (vitamin D2),0
Sevelamer (sevelamer) interacts with grepafloxacin,1
Lybalvi (olanzapine and samidorphan) interacts with ketorolac ophthalmic,0
VESIcare (solifenacin) interacts with amiodarone,1
Pentasa (mesalamine (oral)) interacts with acetylcysteine (oral),0
Lipitor (atorvastatin) interacts with lidocaine injection,0
Clobex (clobetasol topical) interacts with iron dextran,0
Raloxifene (raloxifene) interacts with ethinyl estradiol,1
Adderall (amphetamine and dextroamphetamine) interacts with mavorixafor,1
Briviact (brivaracetam) interacts with valsartan,0
Zestril (lisinopril) interacts with lvp solution with potassium,1
Enspryng (satralizumab-mwge) interacts with leniolisib,0
Levodopa inhalation (levodopa inhalation) interacts with nan,0
Budesonide (oral) (budesonide) interacts with dabigatran,0
Jynarque (tolvaptan) interacts with mifepristone,1
Oxymetazoline nasal (oxymetazoline nasal) interacts with racepinephrine,1
Ranexa (ranolazine) interacts with ibuprofen,0
Somavert (pegvisomant) interacts with chlorpropamide,1
Nuvigil (armodafinil) interacts with guanfacine,0
Avonex (interferon beta-1a) interacts with relugolix,0
Ecotrin (aspirin (oral)) interacts with nan,0
Ginger (ginger) interacts with cangrelor,1
Yusimry (adalimumab-aqvh) interacts with brigatinib,1
Vanos (fluocinonide topical) interacts with atomoxetine,0
Zomig (zolmitriptan (oral)) interacts with amoxapine,1
Iopamidol (iopamidol) interacts with temsirolimus,1
Amantadine (amantadine) interacts with infliximab,0
Shingrix Vaccine (zoster vaccine (inactivated)) interacts with belimumab,1
Febuxostat (febuxostat) interacts with mipomersen,1
Xanax (alprazolam) interacts with Bevacizumab,0
Wellbutrin (bupropion) interacts with mirtazapine,0
Taltz (ixekizumab) interacts with baricitinib,1
Adderall XR (amphetamine and dextroamphetamine) interacts with sertraline,1
Phenytoin (phenytoin (oral)) interacts with sirolimus,1
Blincyto (blinatumomab) interacts with strontium-89 chloride,1
Desyrel (trazodone) interacts with sotalol,1
Idhifa (enasidenib) interacts with oseltamivir,0
EpiPen (epinephrine injection) interacts with ruxolitinib topical,0
Aristada Injection (aripiprazole lauroxil (injection)) interacts with selumetinib,0
Wakix (pitolisant) interacts with hydrocodone (oral),0
Ketorolac ophthalmic (ketorolac ophthalmic) interacts with carvedilol,0
Imdur (isosorbide mononitrate) interacts with quazepam,1
Azathioprine (azathioprine) interacts with degarelix,0
Stiolto Respimat (olodaterol and tiotropium) interacts with pirtobrutinib,1
Clindamycin (clindamycin) interacts with insulin regular,0
Enbrel (etanercept) interacts with benztropine (oral/injection),0
QuilliChew ER (methylphenidate hydrochloride) interacts with omalizumab,0
Bryhali (halobetasol propionate 0.01%) interacts with toripalimab-tpzi,0
Leuprolide (leuprolide) interacts with azathioprine,0
Coreg (carvedilol) interacts with metaproterenol,1
Prozac (fluoxetine) interacts with mirtazapine,1
Prazosin (prazosin) interacts with hydrochlorothiazide and lisinopril,0
Zoledronic acid (zoledronic acid) interacts with hydrochlorothiazide and lisinopril,0
Dicyclomine (dicyclomine (oral/injection)) interacts with brexanolone,1
Ranitidine (ranitidine) interacts with pazopanib,1
Cimzia (certolizumab) interacts with doxorubicin,1
Vimpat (lacosamide (oral/injection)) interacts with pemoline,1
Xanax XR (alprazolam) interacts with tapentadol,1
Relafen (nabumetone) interacts with deferasirox,0
Plan B (levonorgestrel emergency contraceptive) interacts with acitretin,1
Nourianz (istradefylline) interacts with gabapentin,0
Nurtec ODT (rimegepant) interacts with cenobamate,1
Voydeya (danicopan) interacts with loncastuximab tesirine,1
Sevelamer (sevelamer) interacts with metronidazole,0
Zoloft (sertraline) interacts with iopamidol,1
Isoniazid (isoniazid) interacts with lemborexant,1
Xelstrym (dextroamphetamine) interacts with olmesartan,0
Enspryng (satralizumab-mwge) interacts with strontium-89 chloride,1
"Toprol-XL (metoprolol succinate tablet, extended release) interacts with neratinib",0
"Extavia (interferon beta-1b) interacts with acetaminophen, aspirin, and caffeine",0
Hydrochlorothiazide and olmesartan (hydrochlorothiazide and olmesartan) interacts with indomethacin (oral),0
Fluvoxamine (fluvoxamine) interacts with histrelin (implant),0
Belsomra (suvorexant) interacts with phenobarbital,1
Prednisone (prednisone) interacts with rotavirus vaccine,1
Testosterone Injection (testosterone injection) interacts with mipomersen,1
Orlistat (orlistat) interacts with glipizide,1
Diastat AcuDial (diazepam) interacts with hydroxyurea,0
Dorzolamide ophthalmic (dorzolamide ophthalmic) interacts with nirmatrelvir and ritonavir,0
Atomoxetine (atomoxetine) interacts with quinidine,1
Cimzia (certolizumab) interacts with talimogene laherparepvec,1
Yervoy (ipilimumab) interacts with clobetasol topical,0
Beyfortus (nirsevimab-alip) interacts with emtricitabine and tenofovir alafenamide,0
Gvoke (glucagon) interacts with montelukast,0
Zofran (ondansetron (oral)) interacts with posaconazole,1
Jakafi (ruxolitinib) interacts with dalteparin,1
Halcion (triazolam) interacts with methadone,1
Percocet (acetaminophen and oxycodone) interacts with bosentan,1
Veozah (fezolinetant) interacts with idecabtagene vicleucel,0
Keytruda (pembrolizumab) interacts with venetoclax,1
Hydroxyzine (hydroxyzine) interacts with disopyramide,1
Orladeyo (berotralstat) interacts with phenytoin,1
Verzenio (abemaciclib) interacts with voriconazole,1
Quetiapine (quetiapine) interacts with pasireotide,1
Lo Loestrin FE (ethinyl estradiol and norethindrone acetate) interacts with ceftriaxone (injection),0
Imuran (azathioprine) interacts with radium 223 dichloride,1
Letrozole (letrozole) interacts with lonafarnib,1
Ingrezza (valbenazine) interacts with pacritinib,1
Ninlaro (ixazomib) interacts with yellow fever vaccine,1
Ranolazine (ranolazine) interacts with vemurafenib,1
Provigil (modafinil) interacts with escitalopram,0
Omvoh (mirikizumab-mrkz) interacts with alemtuzumab,1
Kadcyla (ado-trastuzumab emtansine) interacts with buprenorphine and naloxone (oral/sublingual),0
Gentamicin (gentamicin) interacts with capreomycin,1
Hydrochlorothiazide and olmesartan (hydrochlorothiazide and olmesartan) interacts with lvp solution with potassium,1
Neomycin (neomycin) interacts with inotersen,1
Bicalutamide (bicalutamide) interacts with olmesartan,0
Viibryd (vilazodone) interacts with rasagiline,1
Xofluza (baloxavir marboxil) interacts with calcium citrate,1
Effexor (venlafaxine) interacts with levomilnacipran,1
Flonase Nasal Spray (fluticasone nasal) interacts with fluticasone and salmeterol,0
Hydroxyzine (hydroxyzine) interacts with safinamide,0
Benicar (olmesartan) interacts with imatinib,0
Amlodipine (amlodipine) interacts with diazepam (oral),0
Tizanidine (tizanidine) interacts with bupropion,0
Macrobid (nitrofurantoin) interacts with ranolazine,0
Yondelis (trabectedin) interacts with mibefradil,1
Tramadol (tramadol) interacts with lisinopril,0
Aromasin (exemestane) interacts with estropipate topical,1
Votrient (pazopanib) interacts with glecaprevir and pibrentasvir,0
Celecoxib (celecoxib) interacts with warfarin (oral),0
Mefenamic acid (mefenamic acid) interacts with empagliflozin and metformin,0
Qinlock (ripretinib) interacts with voriconazole,1
Ventolin HFA (albuterol inhalation) interacts with timolol ophthalmic,1
Caplyta (lumateperone) interacts with clobazam,0
Keppra (levetiracetam (oral/injection)) interacts with clomipramine,1
Neomycin (neomycin) interacts with tazarotene topical,0
Indapamide (indapamide) interacts with sacituzumab govitecan-hziy,0
Ecotrin (aspirin (oral)) interacts with danaparoid,1
Fluocinonide (fluocinonide topical) interacts with lasmiditan,0
"Lurasidone (lurasidone) interacts with hyoscyamine, methenamine, methylene blue, phenyl salicylate, Sodium biphosphate monobasic",0
Rybelsus (semaglutide) interacts with etomidate,1
Semglee (insulin glargine) interacts with sucralfate,1
Valsartan (valsartan) interacts with enalaprilat,1
Kayexalate (sodium polystyrene sulfonate) interacts with levomethadyl acetate,1
Lybalvi (olanzapine and samidorphan) interacts with erenumab,0
Nystatin (nystatin (oral)) interacts with nan,0
Trimethoprim (trimethoprim) interacts with axitinib,0
Qinlock (ripretinib) interacts with levonorgestrel emergency contraceptive,0
Flexeril (cyclobenzaprine) interacts with sacubitril and valsartan,0
Gemcitabine (gemcitabine) interacts with cannabidiol,0
Xtandi (enzalutamide) interacts with maraviroc,1
Vonjo (pacritinib) interacts with venlafaxine,1
Abilify (aripiprazole) interacts with pantoprazole (oral/injection),0
Rytary (carbidopa and levodopa) interacts with paliperidone,1
Relugolix (relugolix) interacts with levoketoconazole,1
Tecfidera (dimethyl fumarate) interacts with nirsevimab-alip,0
Firmagon (degarelix) interacts with levomethadyl acetate,1
Desyrel (trazodone) interacts with rasagiline,1
Uptravi (selexipag (oral/injection)) interacts with apomorphine,1
Ursodiol (ursodiol) interacts with levalbuterol inhalation,0
Elagolix (Elagolix) interacts with zolpidem,0
Revlimid (lenalidomide) interacts with montelukast,0
Reyvow (lasmiditan) interacts with isosorbide mononitrate,0
Empaveli (pegcetacoplan) interacts with cladribine,1
Atorvastatin (atorvastatin) interacts with teriflunomide,1
Nubeqa (darolutamide) interacts with phenytoin,1
Skytrofa (lonapegsomatropin) interacts with nilotinib,1
Xembify (immune globulin subcutaneous (human-klhw) 20%) interacts with methimazole,0
Invega Sustenna (paliperidone (injection)) interacts with clascoterone,0
Wal-itin (loratadine) interacts with famotidine,0
Fluphenazine (fluphenazine (oral/injection)) interacts with vemurafenib,1
Glucophage (metformin) interacts with iomeprol,1
Epidiolex (cannabidiol) interacts with buprenorphine,1
Olux (clobetasol topical) interacts with exenatide,1
Remeron (mirtazapine) interacts with dronedarone,1
Clozapine (clozapine) interacts with tramadol,0
Ciprofloxacin (ciprofloxacin (oral)) interacts with eliglustat,1
Infed (iron dextran) interacts with ferric maltol,1
Uricalm (phenazopyridine) interacts with cannabidiol,1
Fluvoxamine (fluvoxamine) interacts with acalabrutinib,1
Idhifa (enasidenib) interacts with daunorubicin,1
Relugolix (relugolix) interacts with ursodiol,0
Ketorolac ophthalmic (ketorolac ophthalmic) interacts with cabozantinib,1
Ilumya (tildrakizumab) interacts with amantadine,0
Halobetasol Topical (halobetasol topical) interacts with exenatide,1
Keytruda (pembrolizumab) interacts with halobetasol topical,0
Isosorbide Mononitrate (isosorbide mononitrate) interacts with procaine,1
Ozanimod (ozanimod) interacts with ofatumumab,1
Nystatin (nystatin (oral)) interacts with nilutamide,0
"Xywav (calcium oxybate, magnesium oxybate, potassium oxybate, and sodium oxybate) interacts with oxcarbazepine",1
Gemtesa (vibegron) interacts with cladribine (oral),0
"Urogesic-Blue (hyoscyamine, methenamine, methylene blue, and sodium biphosphate) interacts with ginger",0
Hiprex (methenamine) interacts with amphetamine,1
Omalizumab interacts with doxylamine,0
Lyrica (pregabalin) interacts with levothyroxine,0
Imipramine (imipramine) interacts with safinamide,0
Humulin N (insulin isophane) interacts with balsalazide,0
Levemir (insulin detemir) interacts with oxytocin,0
Abilify Maintena (aripiprazole lauroxil (injection)) interacts with rifaximin,0
Icosapent (icosapent) interacts with ceftriaxone (injection),0
Simponi (golimumab) interacts with vilobelimab,1
Saxenda (liraglutide) interacts with desflurane,1
Orphenadrine (orphenadrine) interacts with esketamine,1
Olanzapine (olanzapine) interacts with hydrocodone (oral),0
5-hydroxytryptophan (5-hydroxytryptophan) interacts with sunitinib,0
Estrace (estradiol oral) interacts with metoclopramide (oral/injection),0
Varenicline (varenicline) interacts with tolvaptan,0
Omnicef (cefdinir) interacts with balsalazide,1
Isosorbide dinitrate (isosorbide dinitrate) interacts with Ustekinumab,0
Leuprolide (leuprolide) interacts with amoxicillin and clavulanate potassium,0
Rosuvastatin (rosuvastatin) interacts with diclofenac,0
Phenobarbital (phenobarbital) interacts with finerenone,1
Zomig (zolmitriptan (oral)) interacts with relugolix,0
Clozapine (clozapine) interacts with risperidone,1
Insulin degludec (insulin degludec) interacts with phenobarbital,0
Percocet (acetaminophen and oxycodone) interacts with fexinidazole,1
Acetaminophen and Hydrocodone (acetaminophen and hydrocodone) interacts with pirtobrutinib,0
Xcopri (cenobamate) interacts with senna,0
Vortioxetine interacts with prabotulinumtoxinA,0
Desloratadine (desloratadine) interacts with duloxetine,0
Lipitor (atorvastatin) interacts with mibefradil,1
Provenge (sipuleucel-T) interacts with certolizumab,1
Estradiol (estradiol oral) interacts with thalidomide,1
Omvoh (mirikizumab-mrkz) interacts with deucravacitinib,1
Tradjenta (linagliptin) interacts with calcium carbonate,0
Heparin Injection (heparin (injection)) interacts with insulin lispro,0
Leqembi (lecanemab) interacts with alendronate,0
Depakote (divalproex sodium) interacts with balsalazide,0
Isotretinoin (isotretinoin (oral)) interacts with tetracycline,1
Ultomiris (ravulizumab) interacts with pegvisomant,0
Varenicline (varenicline) interacts with nan,0
Aptiom (eslicarbazepine) interacts with zonisamide,0
Uzedy (risperidone (injection)) interacts with satralizumab-mwge,0
Wal-itin (loratadine) interacts with sevelamer,0
Focalin (dexmethylphenidate) interacts with safinamide,1
Hydrochlorothiazide and valsartan (hydrochlorothiazide and valsartan) interacts with enalapril,1
"Gardasil 9 (human papillomavirus (HPV) vaccine, 9-valent) interacts with leflunomide",1
Claritin (loratadine) interacts with elacestrant,1
Nplate (romiplostim) interacts with ezetimibe,0
Quinapril (quinapril) interacts with bupropion,0
Thiamine (thiamine (vitamin B1)) interacts with flavoxate,0
Quinine (quinine) interacts with haloperidol,1
Tenormin (atenolol) interacts with carvedilol,0
neffy (epinephrine nasal spray) interacts with alprazolam,0
Semglee (insulin glargine) interacts with trovafloxacin,1
Mayzent (siponimod) interacts with sulfasalazine,0
Auvi-Q (epinephrine injection (auto-injector)) interacts with rivaroxaban,0
Tecfidera (dimethyl fumarate) interacts with hydroxyurea,0
Qsymia (phentermine and topiramate) interacts with lenacapavir,0
Dabigatran (dabigatran) interacts with quazepam,0
Winlevi (clascoterone) interacts with empagliflozin and linagliptin,0
Welchol (colesevelam) interacts with docusate,0
Brukinsa (zanubrutinib) interacts with glyburide,0
Aricept (donepezil) interacts with pacritinib,1
Wellbutrin (bupropion) interacts with safinamide,1
Semglee (insulin glargine) interacts with tetracycline,0
Plan B (levonorgestrel emergency contraceptive) interacts with phenobarbital,1
Methylphenidate (methylphenidate (oral)) interacts with methylene blue,1
Uloric (febuxostat) interacts with ethinyl estradiol and levonorgestrel (transdermal),0
Geodon (ziprasidone) interacts with clozapine,1
Sabril (vigabatrin) interacts with teduglutide,0
Digoxin (digoxin (oral/injection)) interacts with naloxone,0
Labetalol (labetalol (oral/injection)) interacts with racepinephrine,1
Vanos (fluocinonide topical) interacts with alogliptin,1
Takhzyro (lanadelumab-flyo) interacts with dasatinib,0
Kerendia (finerenone) interacts with nafcillin,1
Haegarda (c1 esterase inhibitor subcutaneous (human)) interacts with epoetin beta-methoxy polyethylene glycol,1
Saphnelo (anifrolumab-fnia) interacts with yellow fever vaccine,1
Uceris Tablets (budesonide (oral)) interacts with quetiapine,0
Erythromycin (erythromycin (oral/injection)) interacts with apixaban,0
Brukinsa (zanubrutinib) interacts with thiamine (vitamin B1),0
Latuda (lurasidone) interacts with posaconazole,1
GoLYTELY (polyethylene glycol electrolyte solution) interacts with desvenlafaxine,0
Fluconazole (fluconazole) interacts with ziprasidone,1
"Uribel (hyoscyamine, methenamine, methylene blue, phenyl salicylate, Sodium biphosphate monobasic) interacts with enoxaparin",0
Divalproex sodium (divalproex sodium) interacts with pexidartinib,1
Humira (adalimumab) interacts with hydroxyurea,0
Alprazolam (alprazolam) interacts with ondansetron (oral),0
Invokana (canagliflozin) interacts with daclatasvir,1
Vyvanse (lisdexamfetamine) interacts with revumenib,1
Tetracycline (tetracycline) interacts with rizatriptan,0
Cabometyx (cabozantinib) interacts with gatifloxacin,1
Venclexta (venetoclax) interacts with rotavirus vaccine,1
Insulin degludec (insulin degludec) interacts with norfloxacin,1
Zocor (simvastatin) interacts with zolpidem,0
Opill (norgestrel) interacts with fluoxetine,0
"Humulin R (Concentrated) (U-500) (insulin regular, concentrated (U-500)) interacts with methylphenidate (oral)",0
Insulin Detemir (insulin detemir) interacts with bupropion,0
Carvykti (ciltacabtagene autoleucel) interacts with acyclovir (oral),0
Lamotrigine (lamotrigine) interacts with fosphenytoin,1
Zeposia (ozanimod) interacts with zoster vaccine live,1
Giazo (balsalazide) interacts with buprenorphine (injection),0
Voquezna (vonoprazan) interacts with digoxin (oral/injection),0
Tavneos (avacopan) interacts with armodafinil,0
Fintepla (fenfluramine) interacts with selegiline,1
Amoxicillin (amoxicillin) interacts with chloramphenicol,1
Clodan (clobetasol topical) interacts with oxymetazoline ophthalmic,0
Welchol (colesevelam) interacts with methylphenidate (oral),0
Alunbrig (brigatinib) interacts with fosaprepitant,1
Risedronate (risedronate) interacts with darolutamide,0
Macrobid (nitrofurantoin) interacts with somatrogon-ghla,0
Ethambutol (ethambutol) interacts with hydrochlorothiazide and lisinopril,0
Onureg (azacitidine) interacts with phenazopyridine,0
Glycopyrrolate (glycopyrrolate (oral/injection)) interacts with metformin and sitagliptin,0
"Uro-MP (hyoscyamine, methenamine, methylene blue, phenyl salicylate, sodium biphosphate) interacts with sarilumab",0
Zolpidem (zolpidem) interacts with octreotide injection,0
Gavreto (pralsetinib) interacts with chloramphenicol,1
"Biktarvy (bictegravir, emtricitabine, tenofovir) interacts with complement C1 esterase inhibitor",0
"Esomeprazole (esomeprazole (oral)) interacts with bictegravir, emtricitabine, tenofovir",0
Ofloxacin (ofloxacin (oral)) interacts with dicyclomine (oral/injection),0
Humulin R (insulin regular) interacts with midazolam (oral),0
Jevtana (cabazitaxel) interacts with liraglutide,0
Benzonatate (benzonatate) interacts with gemfibrozil,0
Hydromorphone (hydromorphone (oral)) interacts with heparin (injection),0
Betaseron (interferon beta-1b) interacts with zoledronic acid,0
Kisqali (ribociclib) interacts with golimumab,0
Rapamune (sirolimus) interacts with quinapril,0
Temazepam (temazepam) interacts with levomethadyl acetate,1
Uptravi (selexipag (oral/injection)) interacts with pitolisant,0
Ferrous gluconate (ferrous gluconate) interacts with drospirenone and ethinyl estradiol,0
Unisom Sleep Gels (diphenhydramine) interacts with melatonin,1
Mefenamic acid (mefenamic acid) interacts with paroxetine,0
Namenda (memantine) interacts with omega-3 polyunsaturated fatty acids,0
Osimertinib (osimertinib) interacts with topiramate,0
Levothyroxine (levothyroxine (oral/injection)) interacts with acetylcysteine (oral),0
Alprazolam (alprazolam) interacts with gemfibrozil,0
Breo Ellipta (fluticasone and vilanterol) interacts with itraconazole,1
"Uro-MP (hyoscyamine, methenamine, methylene blue, phenyl salicylate, sodium biphosphate) interacts with glucagon",0
Dutasteride (dutasteride) interacts with voriconazole,1
Venofer Injection (iron sucrose (injection)) interacts with teriparatide,0
Hydrochlorothiazide and triamterene (hydrochlorothiazide and triamterene) interacts with potassium perchlorate,1
Narcan (naloxone) interacts with oliceridine,1
Rystiggo (rozanolixizumab-noli) interacts with testosterone topical,0
Degarelix (degarelix) interacts with interferon beta-1b,0
Levocetirizine (levocetirizine) interacts with irbesartan,0
Metoprolol (metoprolol) interacts with ragweed pollen allergen extract,1
Carvedilol (carvedilol) interacts with doxazosin,0
Lovastatin (lovastatin) interacts with telaprevir,1
Xeljanz (tofacitinib) interacts with cobicistat,1
Olaparib (olaparib) interacts with apalutamide,1
Abilify (aripiprazole) interacts with st. john's wort,1
Nabumetone (nabumetone) interacts with pramipexole,0
Lurasidone (lurasidone) interacts with idelalisib,1
Jantoven (warfarin (oral)) interacts with daratumumab,0
Atarax (hydroxyzine) interacts with methadone,1
Lupron Depot (leuprolide acetate for depot suspension) interacts with ibutilide,1
Xanax (alprazolam) interacts with lasmiditan,0
Haloperidol (haloperidol (oral)) interacts with irbesartan,0
Indomethacin (indomethacin (oral)) interacts with iothalamate,1
Januvia (sitagliptin) interacts with pegcetacoplan,0
Isosorbide Mononitrate (isosorbide mononitrate) interacts with lidocaine otic,1
Promethazine (promethazine (oral)) interacts with nilotinib,1
Zykadia (ceritinib) interacts with histrelin,1
Vraylar (cariprazine) interacts with nalbuphine,1
Taltz (ixekizumab) interacts with vibegron,0
Liothyronine (liothyronine) interacts with bexagliflozin,1
Desvenlafaxine (desvenlafaxine) interacts with fluvoxamine,1
Esomeprazole (esomeprazole (oral)) interacts with mirabegron,0
Kerendia (finerenone) interacts with haloperidol (oral),0
Chlorpheniramine (chlorpheniramine) interacts with iopamidol,0
Voranigo (vorasidenib) interacts with nitazoxanide,0
Aspirin (aspirin (oral)) interacts with warfarin,1
Diphenhydramine (diphenhydramine) interacts with nifedipine,1
Yescarta (axicabtagene ciloleucel) interacts with deflazacort,1
Osimertinib (osimertinib) interacts with daunorubicin,1
Glucagon (glucagon) interacts with primidone,0
Buprenex Injection (buprenorphine injection) interacts with ticagrelor,0
Mayzent (siponimod) interacts with ropeginterferon alfa-2b,1
FluMist (influenza virus vaccine (nasal)) interacts with naloxone,0
Tegretol (carbamazepine (oral)) interacts with lapatinib,1
Xulane (ethinyl estradiol and norelgestromin) interacts with st. john's wort,1
5-hydroxytryptophan (5-hydroxytryptophan) interacts with sibutramine,1
Terazosin (terazosin) interacts with ondansetron (oral),0
Wellbutrin XL (bupropion) interacts with butorphanol,1
Ketoconazole (ketoconazole) interacts with levonorgestrel intrauterine system,0
Ketoconazole (ketoconazole) interacts with posaconazole,1
Wal-Profen (ibuprofen) interacts with latanoprost ophthalmic,0
Haldol (haloperidol (oral)) interacts with pentazocine,1
Impoyz cream (clobetasol propionate 0.025%) interacts with capivasertib,0
Citalopram (citalopram) interacts with nilutamide,1
Naproxen (naproxen) interacts with phenylbutazone,1
Humulin R (insulin regular) interacts with vedolizumab,0
Lupron Depot (leuprolide acetate for depot suspension) interacts with vandetanib,1
Glyburide (glyburide) interacts with adagrasib,1
Metformin (metformin) interacts with ethinyl estradiol and norethindrone acetate,0
Evista (raloxifene) interacts with ruxolitinib,1
Acetaminophen and Hydrocodone (acetaminophen and hydrocodone) interacts with ripretinib,0
Soma (carisoprodol) interacts with imatinib,0
Provera (medroxyprogesterone (oral)) interacts with omaveloxolone,1
Yescarta (axicabtagene ciloleucel) interacts with ertapenem,0
Halcion (triazolam) interacts with sodium oxybate,1
Nilutamide (nilutamide) interacts with warfarin (oral),0
Gentamicin ophthalmic (gentamicin ophthalmic) interacts with dolutegravir and rilpivirine,0
NP Thyroid (thyroid desiccated) interacts with lisocabtagene maraleucel,0
Loqtorzi (toripalimab-tpzi) interacts with olodaterol and tiotropium,0
Finerenone (finerenone) interacts with nefazodone,1
Impoyz cream (clobetasol propionate 0.025%) interacts with insulin detemir,1
Tirzepatide interacts with primidone,0
Lanadelumab (Lanadelumab) interacts with triamcinolone (oral),0
Tizanidine (tizanidine) interacts with ivabradine,1
Sulfamethoxazole and trimethoprim (sulfamethoxazole and trimethoprim (oral/injection)) interacts with olmesartan,1
Cosentyx (secukinumab) interacts with rotavirus vaccine,1
Idhifa (enasidenib) interacts with ustekinumab-kfce,0
Jardiance (empagliflozin) interacts with prednisone,1
Amoxicillin and Clavulanate (amoxicillin and clavulanate potassium) interacts with levoketoconazole,1
Ferrous sulfate (ferrous sulfate) interacts with ferric carboxymaltose,1
Neomycin (neomycin) interacts with testosterone injection,0
Nadolol (nadolol) interacts with albuterol,1
Pramipexole (pramipexole) interacts with galcanezumab,0
Relugolix (relugolix) interacts with terbinafine,0
Guanfacine (guanfacine) interacts with conivaptan,1
Halcion (triazolam) interacts with oliceridine,1
Insulin degludec (insulin degludec) interacts with trovafloxacin,1
Nitazoxanide (nitazoxanide) interacts with cholestyramine,0
Invega (paliperidone (oral)) interacts with meloxicam (oral/injection),0
Quinine (quinine) interacts with crizotinib,1
"Vosevi (sofosbuvir, velpatasvir, and voxilaprevir) interacts with morphine",1
Neurontin (gabapentin) interacts with pancrelipase,0
"Jynneos (smallpox and Mpox vaccine, live, non-replicating) interacts with vaccinia immune globulin",1
Imipramine (imipramine) interacts with cholecalciferol (vitamin D3),0
Voltaren (diclofenac) interacts with panobinostat,1
Inderal (propranolol) interacts with fexofenadine,0
Skytrofa (lonapegsomatropin) interacts with enoxaparin,0
Irbesartan (irbesartan) interacts with gabapentin,0
Sernivo Spray (betamethasone diproprionate 0.05%) interacts with fluvoxamine,0
Xyosted Injection (testosterone injection) interacts with niacin (nicotinic acid),0
Jubbonti (denosumab-bbdz) interacts with ustekinumab-auub,0
Topamax (topiramate) interacts with lisinopril,0
Dorzolamide ophthalmic (dorzolamide ophthalmic) interacts with topiramate,1
